date,anchor,ticker,rvol,Lg
2026-06-16,10:15,VBL,0.5519369150659602,-16.716196136700916
2026-06-16,10:30,RBLBANK,0.5460831678647082,-77.49830047586738
2026-06-16,10:45,GRASIM,0.22202138641340388,-55.26955752771373
2026-06-16,11:00,GRASIM,0.17671676143314005,-71.0788185120834
2026-06-16,11:15,LALPATHLAB,4.392491023631807,-453.06351883080333
2026-06-16,11:30,GRASIM,0.25519621016766636,-28.818443804034295
2026-06-16,11:45,GRASIM,0.2921759365241194,3.4933943089428006
2026-06-16,12:00,GRASIM,0.38960539586189485,22.908049634106963
2026-06-16,12:15,JINDALSTEL,0.2833514487034285,-13.315579227696405
2026-06-16,12:30,GRANULES,0.5312868245092186,-57.895787582352064
2026-06-16,12:45,JINDALSTEL,0.2778847071123575,74.75304796653789
2026-06-16,13:00,PRESTIGE,1.045471214678581,93.4205258241025
2026-06-16,13:15,SUNDARMFIN,0.13610517335884856,15.970847579628067
2026-06-16,13:30,SCHAEFFLER,0.45408133016221625,-25.642254601226554
2026-06-16,13:45,FEDERALBNK,1.195182704852126,45.40472835446966
2026-06-16,14:00,GNFC,0.4486663482611598,25.214792678371737
2026-06-16,14:15,KEC,0.5439013307319555,3.7825059101663445
2026-06-17,10:15,UNITDSPR,0.45191155474069333,48.17404817404853
2026-06-17,10:30,NTPC,1.0541254905636532,5.656108597284747
2026-06-17,10:45,ALKEM,0.4411952917446984,6.554307116104869
2026-06-17,11:00,UNITDSPR,0.253427794562324,19.35733643050716
2026-06-17,11:15,LUPIN,0.5167128343915165,-28.281042863455994
2026-06-17,11:30,APOLLOTYRE,5.022585191808691,17.064846416382252
2026-06-17,11:45,DABUR,0.37416172989148233,-57.77675063554426
2026-06-17,12:00,TATASTEEL,0.615915110085444,22.727272727272155
2026-06-17,12:15,OBEROIRLTY,0.49545333511607736,10.075268179932706
2026-06-17,12:30,JKCEMENT,0.891927484329886,-44.27635826953233
2026-06-17,12:45,TATASTEEL,0.5153051428833479,18.62291121401271
2026-06-17,13:00,JKCEMENT,0.9685371509955208,49.051365108745955
2026-06-17,13:15,TATASTEEL,0.6744172530847654,49.97728305315812
2026-06-17,13:30,BANKBARODA,1.0571525088015663,17.7999288002848
2026-06-17,13:45,MRF,1.074337366403895,-0.7750435962022864
2026-06-17,14:00,STARHEALTH,0.6576283127111378,-18.70732391731363
2026-06-17,14:15,BANKBARODA,1.248498757155571,17.752529735487308
2026-06-18,10:15,TCS,2.7111059774488684,-13.597425554095091
2026-06-18,10:30,PAYTM,7.207852784575352,7.279344858962279
2026-06-18,10:45,JUBLFOOD,1.0724310828797707,-5.922767116796967
2026-06-18,11:00,SUNPHARMA,0.4965487818491261,-6.605746999888903
2026-06-18,11:15,UNITDSPR,3.884543671452938,-46.27249357326444
2026-06-18,11:30,UNITDSPR,3.1166924228125916,-28.697571743930027
2026-06-18,11:45,UNITDSPR,2.4940812598753683,-12.530404658362537
2026-06-18,12:00,NYKAA,1.6716630007099287,13.340003335000075
2026-06-18,12:15,HEROMOTOCO,1.269705345112868,23.632613005946748
2026-06-18,12:30,JSWSTEEL,0.3805646419543994,-10.844306738962748
2026-06-18,12:45,INDIGO,1.5251285422308225,33.20980904359726
2026-06-18,13:00,ULTRACEMCO,1.5468921724259965,-4.38288920056101
2026-06-18,13:15,TRENT,0.2801323170590941,-11.360408974722803
2026-06-18,13:30,TRENT,0.26339221880153274,-3.4749644605904564
2026-06-18,13:45,BHEL,1.128862889137247,29.585798816567763
2026-06-18,14:00,BRITANNIA,1.0468930840746995,22.020105313547152
2026-06-18,14:15,ICICIGI,1.6965229376823163,42.620621823945044
2026-06-19,10:15,INFY,6.714746705101567,-47.90648653827728
2026-06-19,10:30,SHREECEM,0.4397855292474252,19.801980198019802
2026-06-19,10:45,WHIRLPOOL,0.8169228359841524,3.740648379051802
2026-06-19,11:00,GRANULES,0.5260683097710286,24.07958937963489
2026-06-19,11:15,AUROPHARMA,1.7657603553902033,0.6814774430960137
2026-06-19,11:30,CONCOR,3.034184342670698,27.689030883919305
2026-06-19,11:45,POWERGRID,0.3996942415491726,84.7750865051899
2026-06-19,12:00,LAURUSLABS,0.9129022606167736,71.64136756986903
2026-06-19,12:15,SHREECEM,0.11824491329318709,-9.916699722332407
2026-06-19,12:30,CROMPTON,0.26152618781044606,-32.685672780099296
2026-06-19,12:45,SBILIFE,0.1933931087262587,-33.966256473078325
2026-06-19,13:00,SBILIFE,0.2583812664485549,-5.018960517511103
2026-06-19,13:15,SCHAEFFLER,1.8875960876966544,42.68646328732081
2026-06-19,13:30,LAURUSLABS,0.6471980175961144,-4.239683436971004
2026-06-19,13:45,LAURUSLABS,0.7111148049221611,-21.18793700120065
2026-06-19,14:00,SHREECEM,0.4261015058542059,-33.91859537110934
2026-06-19,14:15,CONCOR,0.6449108699807954,28.711186729051953
2026-06-22,10:15,POLYCAB,1.0509457295191449,-40.280471430702676
2026-06-22,10:30,ASTRAL,0.5780232275596487,42.49291784702491
2026-06-22,10:45,EICHERMOT,1.0596017339507098,-22.72874862004026
2026-06-22,11:00,TATASTEEL,0.4359812006439816,-4.993009786298898
2026-06-22,11:15,POLYCAB,0.39635031952852307,14.479728380267627
2026-06-22,11:30,TATASTEEL,0.3407059123503868,-15.476784822765962
2026-06-22,11:45,TATASTEEL,0.31844085780752374,-5.99430540986086
2026-06-22,12:00,WIPRO,0.5148731013256477,-13.852717903252618
2026-06-22,12:15,TATASTEEL,0.3105181658420674,1.999800019997602
2026-06-22,12:30,EICHERMOT,0.4652544638877596,5.206299622543278
2026-06-22,12:45,TCS,0.32405681013064913,-46.19907601848005
2026-06-22,13:00,TCS,0.3144141475233616,-40.156892043331666
2026-06-22,13:15,EICHERMOT,0.37042410989777963,5.858612159875016
2026-06-22,13:30,JSWSTEEL,0.36610470041387116,-56.044212656651716
2026-06-22,13:45,TATASTEEL,0.6962150500494156,-12.046983234615455
2026-06-22,14:00,POLYCAB,0.36337816186814503,6.987422639249351
2026-06-22,14:15,BOSCHLTD,0.39952119238438594,16.149068322981368
2026-06-23,10:15,VEDL,16.004412880738183,-69.9912510936133
2026-06-23,10:30,HAL,0.965670962858384,-29.237823111169774
2026-06-23,10:45,HAL,0.8456746659472407,-49.82616205682397
2026-06-23,11:00,HAL,0.8483350122502262,-42.79948551913619
2026-06-23,11:15,BAJAJ-AUTO,0.480937995178901,-70.80342216540465
2026-06-23,11:30,CIPLA,2.1054837473403114,-26.74530242765115
2026-06-23,11:45,CIPLA,1.131887281461335,1.3776951160711268
2026-06-23,12:00,ABB,1.3023349482451605,-47.479402318111994
2026-06-23,12:15,BAJAJ-AUTO,0.6858814228449641,-13.865504605328315
2026-06-23,12:30,CIPLA,0.9207304004498309,-91.45293268238984
2026-06-23,12:45,CIPLA,0.6963549319637838,-76.45154624974265
2026-06-23,13:00,THERMAX,0.4862968889651836,-0.8383283732230293
2026-06-23,13:15,SUNPHARMA,0.5501114508810687,0.0
2026-06-23,13:30,CIPLA,0.5442390406242491,-29.840388619014256
2026-06-23,13:45,AUROPHARMA,1.2345116158153853,-18.22323462414549
2026-06-23,14:00,CIPLA,0.4492188463695505,0.0
2026-06-23,14:15,CIPLA,0.4167243461645237,-21.5862405124985
2026-06-24,10:15,JKCEMENT,0.31200692629466853,-5.460999362883408
2026-06-24,10:30,JKCEMENT,0.2567504187603314,5.46448087431694
2026-06-24,10:45,JKCEMENT,0.17014061605763164,33.697632058287795
2026-06-24,11:00,JKCEMENT,0.07407466962532579,20.032780914223274
2026-06-24,11:15,JKCEMENT,0.06234259970248331,118.38630361533558
2026-06-24,11:30,JKCEMENT,0.05764769164730172,133.80666302566902
2026-06-24,11:45,JKCEMENT,0.17680205785093905,118.9071435054915
2026-06-24,12:00,JKCEMENT,0.8622787728694613,20.90149036713922
2026-06-24,12:15,JKCEMENT,1.5129111376635367,-89.10089100891008
2026-06-24,12:30,PVRINOX,1.4217168633586572,-18.199282139426263
2026-06-24,12:45,EXIDEIND,3.7246452847525076,25.230225810521002
2026-06-24,13:00,PHOENIXLTD,0.5324870367252419,-19.940179461614914
2026-06-24,13:15,PVRINOX,0.4382778378067099,11.131349929163216
2026-06-24,13:30,PHOENIXLTD,1.1515935100956987,-12.002296091425947
2026-06-24,13:45,PHOENIXLTD,1.4494230080313897,66.32626204137448
2026-06-24,14:00,M&MFIN,2.0923119052247374,102.9411764705875
2026-06-24,14:15,INDUSINDBK,1.211307266197678,-34.39750618080116
2026-06-25,10:15,NAVINFLUOR,1.1703179930281367,62.335958005249346
2026-06-25,10:30,PVRINOX,2.0323360785244247,7.008760951189442
2026-06-25,10:45,WHIRLPOOL,1.4508271896440523,1.8377848566525026
2026-06-25,11:00,WHIRLPOOL,1.0680931874397415,13.496932515337702
2026-06-25,11:15,SBICARD,2.8671047842205644,59.904153354632584
2026-06-25,11:30,OFSS,1.6142879429569812,115.47774259638666
2026-06-25,11:45,TVSMOTOR,2.088584942401435,6.701851386445759
2026-06-25,12:00,OFSS,1.4043025297434437,103.55987055016182
2026-06-25,12:15,PIDILITIND,1.0596694933569475,-82.88488897136197
2026-06-25,12:30,BRITANNIA,0.71951437243328,-40.98360655737705
2026-06-25,12:45,INDIGO,0.8506757755053399,-9.37620649716023
2026-06-25,13:00,OBEROIRLTY,0.3242685593798292,-44.79981853238114
2026-06-25,13:15,WHIRLPOOL,0.49864655489428694,-63.497934775907495
2026-06-25,13:30,WHIRLPOOL,0.42298648029184405,-51.915945611867066
2026-06-25,13:45,OFSS,0.9071508587329887,26.895199890595798
2026-06-25,14:00,GODREJPROP,0.3828341373601564,-40.946069716070845
2026-06-25,14:15,NAVINFLUOR,0.8620202769667261,-45.10983263598326
2026-06-29,10:15,PERSISTENT,14.489206748385008,-176.84163099797254
2026-06-29,10:30,MANAPPURAM,0.865747288113225,19.24619085806007
2026-06-29,10:45,TATACONSUM,0.20177927691807326,-172.01631494945792
2026-06-29,11:00,M&MFIN,0.7493836829225151,-60.83893691962965
2026-06-29,11:15,DIVISLAB,0.9625028000361594,-63.43283582089552
2026-06-29,11:30,TATACONSUM,0.45947787632027043,-85.38558331835343
2026-06-29,11:45,TATACONSUM,0.5779759927761217,-28.87044388307511
2026-06-29,12:00,TATACONSUM,0.5833428649496893,22.63262719536484
2026-06-29,12:15,OFSS,0.2847417483287056,11.941943781003124
2026-06-29,12:30,TATACONSUM,0.7318659151994206,89.74707642099621
2026-06-29,12:45,COALINDIA,1.1108511701450803,30.64351378958043
2026-06-29,13:00,COALINDIA,1.0030953582308597,41.05371193978815
2026-06-29,13:15,CONCOR,0.36586147377586614,17.01403658017889
2026-06-29,13:30,RAMCOCEM,0.152168656137647,-1.0751532093325744
2026-06-29,13:45,AIAENG,1.142053893485345,-38.57590613196138
2026-06-29,14:00,BHEL,1.198408262012196,-17.069007559133027
2026-06-29,14:15,WHIRLPOOL,0.7226062865461964,-35.00656373070036
2026-06-30,10:15,HDFCLIFE,0.653036133248338,33.12412831241243
2026-06-30,10:30,HDFCLIFE,0.41232707991503137,67.24303554274776
2026-06-30,10:45,ADANIGREEN,0.4226891169507995,-10.059687479042319
2026-06-30,11:00,BHEL,0.17920369785147008,0.0
2026-06-30,11:15,RAMCOCEM,0.09695476568830756,33.82731958762862
2026-06-30,11:30,BHEL,0.15667680359357128,78.29438689472416
2026-06-30,11:45,SBIN,0.7168302802791805,-14.443214096576959
2026-06-30,12:00,PHOENIXLTD,2.328343909569467,-55.67473694963665
2026-06-30,12:15,TATACONSUM,1.9022211030017213,73.40643003159137
2026-06-30,12:30,EICHERMOT,0.4536693752189925,-19.62158374211633
2026-06-30,12:45,NYKAA,0.670017155087406,71.42857142857106
2026-06-30,13:00,POLYCAB,0.40344462723539115,31.332120477056804
2026-06-30,13:15,DEVYANI,0.18247290238530908,-51.541811072602705
2026-06-30,13:30,TITAN,1.0630959527564907,48.824798455773816
2026-06-30,13:45,DEVYANI,0.24971920841138828,-8.92140244446503
2026-06-30,14:00,LALPATHLAB,0.47542003922816056,-29.571514785757945
2026-06-30,14:15,TITAN,0.9564144868369162,-19.509096683452327
2026-07-01,10:15,ICICIPRULI,1.2901613834042895,83.58817533129506
2026-07-01,10:30,PAGEIND,2.134191993277454,-40.8115671641791
2026-07-01,10:45,HDFCBANK,0.6604415209330112,35.83328094549598
2026-07-01,11:00,AWL,1.6375295706405586,-44.28363125776277
2026-07-01,11:15,DELHIVERY,0.49427522039130733,53.38637077357922
2026-07-01,11:30,ARE&M,1.0758854293148716,-20.837054235875453
2026-07-01,11:45,TRENT,0.3279420572759631,16.837593754783406
2026-07-01,12:00,CUMMINSIND,0.28005058039262165,-48.39845124956001
2026-07-01,12:15,ALKEM,0.5554437933811985,13.500135001350014
2026-07-01,12:30,SUNDARMFIN,2.2574137800823038,-21.630361161484053
2026-07-01,12:45,SUNDARMFIN,2.06392347998663,-50.650598201030085
2026-07-01,13:00,BAJFINANCE,0.5216189231088315,-26.5225933202362
2026-07-01,13:15,MARICO,0.3892213014139201,36.51784662504444
2026-07-01,13:30,SUNDARMFIN,0.35078449692299957,28.465075541931245
2026-07-01,13:45,SUNDARMFIN,0.38439122945593074,-0.8777319406645225
2026-07-01,14:00,SUNDARMFIN,0.39381022979959107,64.65659431285793
2026-07-01,14:15,ICICIBANK,0.5028095058460019,7.256894049346879
2026-07-02,10:15,DLF,1.2835324686557033,57.68787016383356
2026-07-02,10:30,DELHIVERY,1.0147624972109353,37.4531835205988
2026-07-02,10:45,DLF,0.7614436625175361,7.642922653622745
2026-07-02,11:00,OBEROIRLTY,0.6154347365734064,49.61832061068653
2026-07-02,11:15,DLF,0.6969798447321561,64.23982869379086
2026-07-02,11:30,RAMCOCEM,4.113913173895283,-45.92545124425884
2026-07-02,11:45,RAMCOCEM,4.044912235426865,-8.037723716643447
2026-07-02,12:00,RAMCOCEM,0.09282563269095383,31.099195710455522
2026-07-02,12:15,APOLLOTYRE,1.4060789159150873,23.245516936019733
2026-07-02,12:30,RAMCOCEM,0.09134707701205112,35.40772532188792
2026-07-02,12:45,DLF,0.8010120205936972,-36.57421517830068
2026-07-02,13:00,GODREJCP,1.711964564626992,-5.569996286670408
2026-07-02,13:15,GODREJCP,1.3705335402994907,-5.570513415652299
2026-07-02,13:30,RECLTD,0.5686400542312735,2.7122321670741183
2026-07-02,13:45,ULTRACEMCO,0.5622995423017304,43.425395171096056
2026-07-02,14:00,PRESTIGE,1.2189092524318013,14.947683109118087
2026-07-02,14:15,TVSMOTOR,0.5330542410541402,26.560424966799214
2026-07-03,10:15,POLICYBZR,17.653781006228538,145.96670934699074
2026-07-03,10:30,TECHM,1.2589200674648475,90.5835264377508
2026-07-03,10:45,PFC,0.5408436738682865,22.191076851202723
2026-07-03,11:00,MFSL,0.3096246040627951,-57.763975155279226
2026-07-03,11:15,APOLLOHOSP,2.0141619824846453,3.9356797481164962
2026-07-03,11:30,TECHM,1.0865017130530819,-14.61377870563611
2026-07-03,11:45,AUROPHARMA,2.09101295018468,41.88739682148549
2026-07-03,12:00,UPL,1.3363999773750246,-80.98159509202527
2026-07-03,12:15,UPL,0.8851291104183622,-41.90288390436209
2026-07-03,12:30,RAMCOCEM,0.24751320282499892,-35.292878213232434
2026-07-03,12:45,TECHM,0.6015940624002354,-81.84679958027314
2026-07-03,13:00,UPL,0.4744329408643344,14.019462312386985
2026-07-03,13:15,GRASIM,0.30302231064084656,0.0
2026-07-03,13:30,TECHM,0.3574680255381863,-25.359256128486255
2026-07-03,13:45,AUROPHARMA,0.9357927907346048,-8.612734543218032
2026-07-03,14:00,SHRIRAMFIN,0.6625065143630338,-53.32086061739986
2026-07-03,14:15,ONGC,0.9860161176432582,-3.7815126050421606
2026-07-06,10:15,ABB,0.9214966747515564,-20.130850528434827
2026-07-06,10:30,ABB,0.7444356779953376,36.76470588235294
2026-07-06,10:45,AMBUJACEM,0.4511182474202843,64.65517241379233
2026-07-06,11:00,ABB,0.5877768117013895,20.18454440599769
2026-07-06,11:15,STARHEALTH,0.4958552369128731,29.275012915445696
2026-07-06,11:30,INDUSINDBK,0.8209844687603965,53.841896039853296
2026-07-06,11:45,ABB,0.5165581883860669,-34.485236008333935
2026-07-06,12:00,ABB,0.5395733932078306,-12.949640287769784
2026-07-06,12:15,ABB,0.5343704294640249,-9.361273133146108
2026-07-06,12:30,JUBLFOOD,4.866772268061095,-24.702447788008598
2026-07-06,12:45,INDUSINDBK,0.9614767437556726,32.07055522148773
2026-07-06,13:00,ADANIGREEN,1.1466057010331865,57.30294155099962
2026-07-06,13:15,GODREJPROP,0.23370779011600903,14.257620452311166
2026-07-06,13:30,INDUSINDBK,1.1335223522229665,21.490329351791466
2026-07-06,13:45,PNB,0.38067764007279925,-22.96430963544245
2026-07-06,14:00,HDFCLIFE,0.3181488092087918,-35.3356890459364
2026-07-06,14:15,ITC,0.44829828524010473,19.05421791096523
2026-07-07,10:15,TRENT,13.047136490733795,-68.68361979428418
2026-07-07,10:30,ICICIGI,1.2022103100570283,-12.324239538400192
2026-07-07,10:45,ITC,0.8222498904609593,10.431154381083257
2026-07-07,11:00,TECHM,2.2583107398316153,127.69796654868391
2026-07-07,11:15,PIIND,0.19628935422003654,-10.553691907578784
2026-07-07,11:30,M&M,4.408397642237008,60.245183887916895
2026-07-07,11:45,TECHM,2.593317611384527,-91.94455880334904
2026-07-07,12:00,SUNDARMFIN,1.17590940538093,-3.1955007349651687
2026-07-07,12:15,ABB,0.3235514223113286,13.736263736263737
2026-07-07,12:30,PERSISTENT,1.0334719947137436,-27.91003119356502
2026-07-07,12:45,PERSISTENT,1.101062794856537,20.59774660652125
2026-07-07,13:00,PERSISTENT,0.9375311294203214,75.01287995878337
2026-07-07,13:15,M&M,0.3477338103937435,22.93577981651463
2026-07-07,13:30,BAJFINANCE,1.0715342536271457,104.58022659049051
2026-07-07,13:45,M&M,0.33730177601802314,-20.13888888888834
2026-07-07,14:00,POLICYBZR,1.309165022279475,54.94162452394302
2026-07-07,14:15,TATACHEM,1.798709092909762,71.84110438089904
2026-07-08,10:15,MRF,0.999999999994203,-17.160173792398407
2026-07-08,10:30,BALKRISIND,9.435640914409905,16.584481347986642
2026-07-08,10:45,TATACHEM,1.2989682234188586,-5.578800557879738
2026-07-08,11:00,BALKRISIND,4.901395291187832,-27.49065317791951
2026-07-08,11:15,BALKRISIND,0.04875183834059975,-18.28999559277255
2026-07-08,11:30,BALKRISIND,0.04129101323078699,-0.22076029846872663
2026-07-08,11:45,BALKRISIND,0.003922712986570006,-8.598073149759996
2026-07-08,12:00,BALKRISIND,0.006892507987408301,-2.2053148086889403
2026-07-08,12:15,BALKRISIND,0.009572721572602118,-5.519129302161292
2026-07-08,12:30,BALKRISIND,0.00866298130997264,-61.15195266794671
2026-07-08,12:45,BALKRISIND,0.00851882516785985,-140.9973521623999
2026-07-08,13:00,BALKRISIND,0.004450974667730217,-303.29767287967354
2026-07-08,13:15,BALKRISIND,0.0019627461211818784,-417.47658596925254
2026-07-08,13:30,BALKRISIND,0.0027801211749353956,-359.8400710795202
2026-07-08,13:45,BALKRISIND,0.0051360945041364105,-322.06083122580185
2026-07-08,14:00,BALKRISIND,0.04542718099635411,-163.7852593266606
2026-07-08,14:15,BALKRISIND,0.0916378106406556,-41.72237333456147
2026-07-09,10:15,M&MFIN,0.4365588526393739,93.8058368076229
2026-07-09,10:30,BPCL,0.4602286649810625,34.30251551780315
2026-07-09,10:45,SCHAEFFLER,0.5283743995034516,1.218026796589525
2026-07-09,11:00,ONGC,0.4414068245723541,17.546007263231193
2026-07-09,11:15,GRANULES,0.41720929131245926,176.6055045871557
2026-07-09,11:30,M&MFIN,0.5253509672926796,-104.70432089662324
2026-07-09,11:45,BPCL,0.39372108145938245,-9.78633175664692
2026-07-09,12:00,MARICO,0.42419568205122277,30.402245088867033
2026-07-09,12:15,ONGC,0.3798838752255435,-0.40858018386071115
2026-07-09,12:30,BAJAJFINSV,0.5119564518236429,45.502645502645024
2026-07-09,12:45,COLPAL,2.089970650505547,2.4224806201550386
2026-07-09,13:00,ULTRACEMCO,0.2127332218722772,12.12856276531231
2026-07-09,13:15,FEDERALBNK,1.3686109542219707,-56.077599272505786
2026-07-09,13:30,EXIDEIND,0.6058543498690936,66.17038875103418
2026-07-09,13:45,PHOENIXLTD,0.9346911353535544,-56.4810859556699
2026-07-09,14:00,JKCEMENT,0.2835680339893707,-11.091598114428319
2026-07-09,14:15,CANBK,0.8423687165003372,13.663398167497323
